Any,Id_aforament,Mes,Codi_tipus_dia,Desc_tipus_dia,Valor_IMD
2024,20192,7,4,dissabte,450
2024,20192,7,5,diumenge,466
2024,20192,8,1,dilluns,201
2024,20192,8,2,laborables,313
2024,20192,8,3,divendres,331
2024,20192,8,4,dissabte,265
2024,20192,8,5,diumenge,115
2024,20192,9,1,dilluns,642
2024,20192,9,2,laborables,606
2024,20192,9,3,divendres,647
2024,20192,9,4,dissabte,518
2024,20192,9,5,diumenge,502
2024,20192,10,1,dilluns,608
2024,20192,10,2,laborables,645
2024,20192,10,3,divendres,712
2024,20192,10,4,dissabte,491
2024,20192,10,5,diumenge,528
2024,20192,11,1,dilluns,554
2024,20192,11,2,laborables,631
2024,20192,11,3,divendres,519
2024,20192,11,4,dissabte,403
2024,20192,11,5,diumenge,507
2024,20192,12,1,dilluns,Mesura no disponible
2024,20192,12,2,laborables,Mesura no disponible
2024,20192,12,3,divendres,Mesura no disponible
2024,20192,12,4,dissabte,Mesura no disponible
2024,20192,12,5,diumenge,Mesura no disponible
2024,20193,1,1,dilluns,970
2024,20193,1,2,laborables,941
2024,20193,1,3,divendres,761
2024,20193,1,4,dissabte,766
2024,20193,1,5,diumenge,653
2024,20193,2,1,dilluns,1047
2024,20193,2,2,laborables,1140
2024,20193,2,3,divendres,882
2024,20193,2,4,dissabte,752
2024,20193,2,5,diumenge,823
2024,20193,3,1,dilluns,899
2024,20193,3,2,laborables,1052
2024,20193,3,3,divendres,1061
2024,20193,3,4,dissabte,769
2024,20193,3,5,diumenge,680
2024,20193,4,1,dilluns,803
2024,20193,4,2,laborables,1187
2024,20193,4,3,divendres,1177
2024,20193,4,4,dissabte,911
2024,20193,4,5,diumenge,885
2024,20193,5,1,dilluns,1275
2024,20193,5,2,laborables,1259
2024,20193,5,3,divendres,1242
2024,20193,5,4,dissabte,1071
2024,20193,5,5,diumenge,1055
2024,20193,6,1,dilluns,1148
2024,20193,6,2,laborables,1229
2024,20193,6,3,divendres,1284
2024,20193,6,4,dissabte,1007
2024,20193,6,5,diumenge,995
2024,20193,7,1,dilluns,1087
2024,20193,7,2,laborables,1237
2024,20193,7,3,divendres,1217
2024,20193,7,4,dissabte,988
2024,20193,7,5,diumenge,1016
2024,20193,8,1,dilluns,954
2024,20193,8,2,laborables,1024
2024,20193,8,3,divendres,981
2024,20193,8,4,dissabte,934
2024,20193,8,5,diumenge,800
2024,20193,9,1,dilluns,1183
2024,20193,9,2,laborables,1136
2024,20193,9,3,divendres,1076
2024,20193,9,4,dissabte,1040
2024,20193,9,5,diumenge,941
2024,20193,10,1,dilluns,1186
2024,20193,10,2,laborables,1305
2024,20193,10,3,divendres,1268
2024,20193,10,4,dissabte,806
2024,20193,10,5,diumenge,911
2024,20193,11,1,dilluns,1013
2024,20193,11,2,laborables,1095
2024,20193,11,3,divendres,1094
2024,20193,11,4,dissabte,807
2024,20193,11,5,diumenge,887
2024,20193,12,1,dilluns,864
2024,20193,12,2,laborables,835
2024,20193,12,3,divendres,711
2024,20193,12,4,dissabte,666
2024,20193,12,5,diumenge,573
2024,20194,1,1,dilluns,1108
2024,20194,1,2,laborables,1174
2024,20194,1,3,divendres,1079
2024,20194,1,4,dissabte,1009
2024,20194,1,5,diumenge,828
2024,20194,2,1,dilluns,1165
2024,20194,2,2,laborables,1267
2024,20194,2,3,divendres,1212
2024,20194,2,4,dissabte,1069
2024,20194,2,5,diumenge,935
2024,20194,3,1,dilluns,1110
2024,20194,3,2,laborables,1231
2024,20194,3,3,divendres,1329
2024,20194,3,4,dissabte,1006
2024,20194,3,5,diumenge,773
2024,20194,4,1,dilluns,952
2024,20194,4,2,laborables,1347
2024,20194,4,3,divendres,1449
2024,20194,4,4,dissabte,1258
2024,20194,4,5,diumenge,847
2024,20194,5,1,dilluns,1359
2024,20194,5,2,laborables,1408
2024,20194,5,3,divendres,1463
2024,20194,5,4,dissabte,1220
2024,20194,5,5,diumenge,1182
2024,20194,6,1,dilluns,1391
2024,20194,6,2,laborables,1392
2024,20194,6,3,divendres,1522
2024,20194,6,4,dissabte,1254
2024,20194,6,5,diumenge,1068
2024,20194,7,1,dilluns,1275
2024,20194,7,2,laborables,1414
2024,20194,7,3,divendres,1400
2024,20194,7,4,dissabte,1192
2024,20194,7,5,diumenge,1078
2024,20194,8,1,dilluns,1178
2024,20194,8,2,laborables,1148
2024,20194,8,3,divendres,1029
2024,20194,8,4,dissabte,907
2024,20194,8,5,diumenge,691
2024,20194,9,1,dilluns,1474
2024,20194,9,2,laborables,1450
2024,20194,9,3,divendres,1527
2024,20194,9,4,dissabte,1348
2024,20194,9,5,diumenge,1197
2024,20194,10,1,dilluns,1504
2024,20194,10,2,laborables,1491
2024,20194,10,3,divendres,1605
2024,20194,10,4,dissabte,1206
2024,20194,10,5,diumenge,1251
2024,20194,11,1,dilluns,1359
2024,20194,11,2,laborables,1442
2024,20194,11,3,divendres,1500
2024,20194,11,4,dissabte,1279
2024,20194,11,5,diumenge,1142
2024,20194,12,1,dilluns,1286
2024,20194,12,2,laborables,1232
2024,20194,12,3,divendres,1315
2024,20194,12,4,dissabte,1147
2024,20194,12,5,diumenge,1004
2024,20195,1,1,dilluns,737
2024,20195,1,2,laborables,757
2024,20195,1,3,divendres,676
2024,20195,1,4,dissabte,693
2024,20195,1,5,diumenge,513
2024,20195,2,1,dilluns,787
2024,20195,2,2,laborables,855
2024,20195,2,3,divendres,772
2024,20195,2,4,dissabte,623
2024,20195,2,5,diumenge,619
2024,20195,3,1,dilluns,729
2024,20195,3,2,laborables,826
2024,20195,3,3,divendres,911
2024,20195,3,4,dissabte,638
2024,20195,3,5,diumenge,460
2024,20195,4,1,dilluns,532
2024,20195,4,2,laborables,812
2024,20195,4,3,divendres,875
2024,20195,4,4,dissabte,703
2024,20195,4,5,diumenge,447
2024,20195,5,1,dilluns,774
2024,20195,5,2,laborables,804
2024,20195,5,3,divendres,835
2024,20195,5,4,dissabte,686
2024,20195,5,5,diumenge,617
2024,20195,6,1,dilluns,740
2024,20195,6,2,laborables,789
2024,20195,6,3,divendres,881
2024,20195,6,4,dissabte,652
2024,20195,6,5,diumenge,522
2024,20195,7,1,dilluns,720
2024,20195,7,2,laborables,821
2024,20195,7,3,divendres,820
2024,20195,7,4,dissabte,663
2024,20195,7,5,diumenge,589
2024,20195,8,1,dilluns,664
2024,20195,8,2,laborables,658
2024,20195,8,3,divendres,559
2024,20195,8,4,dissabte,493
2024,20195,8,5,diumenge,350
2024,20195,9,1,dilluns,864
2024,20195,9,2,laborables,834
2024,20195,9,3,divendres,848
2024,20195,9,4,dissabte,650
2024,20195,9,5,diumenge,611
2024,20195,10,1,dilluns,864
2024,20195,10,2,laborables,854
2024,20195,10,3,divendres,953
2024,20195,10,4,dissabte,682
2024,20195,10,5,diumenge,656
2024,20195,11,1,dilluns,764
2024,20195,11,2,laborables,846
2024,20195,11,3,divendres,918
2024,20195,11,4,dissabte,751
2024,20195,11,5,diumenge,611
2024,20195,12,1,dilluns,788
2024,20195,12,2,laborables,719
2024,20195,12,3,divendres,768
2024,20195,12,4,dissabte,666
2024,20195,12,5,diumenge,570
2024,20196,1,1,dilluns,1193
2024,20196,1,2,laborables,1244
2024,20196,1,3,divendres,1102
2024,20196,1,4,dissabte,895
2024,20196,1,5,diumenge,751
2024,20196,2,1,dilluns,1207
2024,20196,2,2,laborables,1496
2024,20196,2,3,divendres,1283
2024,20196,2,4,dissabte,885
2024,20196,2,5,diumenge,782
2024,20196,3,1,dilluns,1109
2024,20196,3,2,laborables,1380
2024,20196,3,3,divendres,1428
2024,20196,3,4,dissabte,810
2024,20196,3,5,diumenge,645
2024,20196,4,1,dilluns,1020
2024,20196,4,2,laborables,1575
2024,20196,4,3,divendres,1630
2024,20196,4,4,dissabte,1121
2024,20196,4,5,diumenge,861
2024,20196,5,1,dilluns,1461
2024,20196,5,2,laborables,1590
2024,20196,5,3,divendres,1615
2024,20196,5,4,dissabte,1077
2024,20196,5,5,diumenge,1035
2024,20196,6,1,dilluns,1349
2024,20196,6,2,laborables,1440
2024,20196,6,3,divendres,1630
2024,20196,6,4,dissabte,951
2024,20196,6,5,diumenge,869
2024,20196,7,1,dilluns,1160
2024,20196,7,2,laborables,1464
2024,20196,7,3,divendres,1383
2024,20196,7,4,dissabte,937
2024,20196,7,5,diumenge,780
2024,20196,8,1,dilluns,957
2024,20196,8,2,laborables,1193
2024,20196,8,3,divendres,1140
2024,20196,8,4,dissabte,843
2024,20196,8,5,diumenge,759
2024,20196,9,1,dilluns,1444
2024,20196,9,2,laborables,1567
2024,20196,9,3,divendres,1568
2024,20196,9,4,dissabte,1120
2024,20196,9,5,diumenge,1024
2024,20196,10,1,dilluns,1451
2024,20196,10,2,laborables,1663
2024,20196,10,3,divendres,1781
2024,20196,10,4,dissabte,1147
2024,20196,10,5,diumenge,1093
2024,20196,11,1,dilluns,1276
2024,20196,11,2,laborables,1576
2024,20196,11,3,divendres,1580
2024,20196,11,4,dissabte,1137
2024,20196,11,5,diumenge,977
2024,20196,12,1,dilluns,1267
2024,20196,12,2,laborables,1265
2024,20196,12,3,divendres,1348
2024,20196,12,4,dissabte,1065
2024,20196,12,5,diumenge,899
2024,20197,1,1,dilluns,1025
2024,20197,1,2,laborables,984
2024,20197,1,3,divendres,835
2024,20197,1,4,dissabte,902
2024,20197,1,5,diumenge,655
2024,20197,2,1,dilluns,1080
2024,20197,2,2,laborables,1159
2024,20197,2,3,divendres,967
2024,20197,2,4,dissabte,852
2024,20197,2,5,diumenge,854
2024,20197,3,1,dilluns,956
2024,20197,3,2,laborables,1083
2024,20197,3,3,divendres,1095
2024,20197,3,4,dissabte,773
2024,20197,3,5,diumenge,700
2024,20197,4,1,dilluns,834
2024,20197,4,2,laborables,1203
2024,20197,4,3,divendres,1187
2024,20197,4,4,dissabte,1023
2024,20197,4,5,diumenge,874
2024,20197,5,1,dilluns,1221
2024,20197,5,2,laborables,1241
2024,20197,5,3,divendres,1278
2024,20197,5,4,dissabte,1061
2024,20197,5,5,diumenge,1043
2024,20197,6,1,dilluns,1195
2024,20197,6,2,laborables,1265
2024,20197,6,3,divendres,1327
2024,20197,6,4,dissabte,1073
2024,20197,6,5,diumenge,1003
2024,20197,7,1,dilluns,1213
2024,20197,7,2,laborables,1396
2024,20197,7,3,divendres,1303
2024,20197,7,4,dissabte,1118
2024,20197,7,5,diumenge,994
2024,20197,8,1,dilluns,1050
2024,20197,8,2,laborables,1125
2024,20197,8,3,divendres,1093
2024,20197,8,4,dissabte,1014
2024,20197,8,5,diumenge,925
2024,20197,9,1,dilluns,1431
2024,20197,9,2,laborables,1364
2024,20197,9,3,divendres,1309
2024,20197,9,4,dissabte,1240
2024,20197,9,5,diumenge,1162
2024,20197,10,1,dilluns,1312
2024,20197,10,2,laborables,1408
2024,20197,10,3,divendres,1378
2024,20197,10,4,dissabte,1028
2024,20197,10,5,diumenge,1051
2024,20197,11,1,dilluns,Mesura no disponible
2024,20197,11,2,laborables,Mesura no disponible
2024,20197,11,3,divendres,Mesura no disponible
2024,20197,11,4,dissabte,Mesura no disponible
2024,20197,11,5,diumenge,Mesura no disponible
2024,20197,12,1,dilluns,996
2024,20197,12,2,laborables,1001
2024,20197,12,3,divendres,899
2024,20197,12,4,dissabte,799
2024,20197,12,5,diumenge,659
2024,20198,1,1,dilluns,1037
2024,20198,1,2,laborables,989
2024,20198,1,3,divendres,815
2024,20198,1,4,dissabte,970
2024,20198,1,5,diumenge,669
2024,20198,2,1,dilluns,1069
2024,20198,2,2,laborables,1176
2024,20198,2,3,divendres,953
2024,20198,2,4,dissabte,863
2024,20198,2,5,diumenge,905
2024,20198,3,1,dilluns,973
2024,20198,3,2,laborables,1099
2024,20198,3,3,divendres,1127
2024,20198,3,4,dissabte,813
2024,20198,3,5,diumenge,725
2024,20198,4,1,dilluns,844
2024,20198,4,2,laborables,1237
2024,20198,4,3,divendres,1203
2024,20198,4,4,dissabte,1074
2024,20198,4,5,diumenge,923
2024,20198,5,1,dilluns,1249
2024,20198,5,2,laborables,1284
2024,20198,5,3,divendres,1316
2024,20198,5,4,dissabte,1110
2024,20198,5,5,diumenge,1104
2024,20198,6,1,dilluns,1213
2024,20198,6,2,laborables,1328
2024,20198,6,3,divendres,1407
2024,20198,6,4,dissabte,1176
2024,20198,6,5,diumenge,1056
2024,20198,7,1,dilluns,1265
2024,20198,7,2,laborables,1516
2024,20198,7,3,divendres,1489
2024,20198,7,4,dissabte,1256
2024,20198,7,5,diumenge,1158
2024,20198,8,1,dilluns,1160
2024,20198,8,2,laborables,1270
2024,20198,8,3,divendres,1246
2024,20198,8,4,dissabte,1191
2024,20198,8,5,diumenge,1065
2024,20198,9,1,dilluns,1522
2024,20198,9,2,laborables,1414
2024,20198,9,3,divendres,1381
2024,20198,9,4,dissabte,1380
2024,20198,9,5,diumenge,1245
2024,20198,10,1,dilluns,1327
2024,20198,10,2,laborables,1436
2024,20198,10,3,divendres,1493
2024,20198,10,4,dissabte,1125
2024,20198,10,5,diumenge,1145
2024,20198,11,1,dilluns,Mesura no disponible
2024,20198,11,2,laborables,Mesura no disponible
2024,20198,11,3,divendres,Mesura no disponible
2024,20198,11,4,dissabte,Mesura no disponible
2024,20198,11,5,diumenge,Mesura no disponible
2024,20198,12,1,dilluns,1042
2024,20198,12,2,laborables,1041
2024,20198,12,3,divendres,972
2024,20198,12,4,dissabte,884
2024,20198,12,5,diumenge,736
2024,20199,1,1,dilluns,954
2024,20199,1,2,laborables,815
2024,20199,1,3,divendres,811
2024,20199,1,4,dissabte,954
2024,20199,1,5,diumenge,666
2024,20199,2,1,dilluns,1132
2024,20199,2,2,laborables,1165
2024,20199,2,3,divendres,907
2024,20199,2,4,dissabte,904
2024,20199,2,5,diumenge,999
2024,20199,3,1,dilluns,1027
2024,20199,3,2,laborables,1167
2024,20199,3,3,divendres,1156
2024,20199,3,4,dissabte,921
2024,20199,3,5,diumenge,834
2024,20199,4,1,dilluns,Mesura no disponible
2024,20199,4,2,laborables,Mesura no disponible
2024,20199,4,3,divendres,Mesura no disponible
2024,20199,4,4,dissabte,Mesura no disponible
2024,20199,4,5,diumenge,Mesura no disponible
2024,20199,5,1,dilluns,1442
2024,20199,5,2,laborables,1468
2024,20199,5,3,divendres,1515
2024,20199,5,4,dissabte,1452
2024,20199,5,5,diumenge,1451
2024,20199,6,1,dilluns,1438
2024,20199,6,2,laborables,1492
2024,20199,6,3,divendres,1615
2024,20199,6,4,dissabte,1343
2024,20199,6,5,diumenge,1378
2024,20199,7,1,dilluns,Mesura no disponible
2024,20199,7,2,laborables,Mesura no disponible
2024,20199,7,3,divendres,Mesura no disponible
2024,20199,7,4,dissabte,Mesura no disponible
2024,20199,7,5,diumenge,Mesura no disponible
2024,20199,8,1,dilluns,Mesura no disponible
2024,20199,8,2,laborables,Mesura no disponible
2024,20199,8,3,divendres,Mesura no disponible
2024,20199,8,4,dissabte,Mesura no disponible
2024,20199,8,5,diumenge,Mesura no disponible
2024,20199,9,1,dilluns,1583
2024,20199,9,2,laborables,1421
2024,20199,9,3,divendres,1342
2024,20199,9,4,dissabte,1425
2024,20199,9,5,diumenge,1420
2024,20199,10,1,dilluns,1441
2024,20199,10,2,laborables,1524
2024,20199,10,3,divendres,1518
2024,20199,10,4,dissabte,1087
2024,20199,10,5,diumenge,1298
2024,20199,11,1,dilluns,1209
2024,20199,11,2,laborables,1322
2024,20199,11,3,divendres,1309
2024,20199,11,4,dissabte,1158
2024,20199,11,5,diumenge,1250
2024,20199,12,1,dilluns,1106
2024,20199,12,2,laborables,1019
2024,20199,12,3,divendres,973
2024,20199,12,4,dissabte,884
2024,20199,12,5,diumenge,786
2024,2020,1,1,dilluns,13157
2024,2020,1,2,laborables,13313
2024,2020,1,3,divendres,13378
2024,2020,1,4,dissabte,11384
2024,2020,1,5,diumenge,9255
2024,2020,2,1,dilluns,13759
2024,2020,2,2,laborables,14083
2024,2020,2,3,divendres,13829
2024,2020,2,4,dissabte,11580
2024,2020,2,5,diumenge,9472
2024,2020,3,1,dilluns,13556
2024,2020,3,2,laborables,13945
2024,2020,3,3,divendres,15107
2024,2020,3,4,dissabte,11289
2024,2020,3,5,diumenge,9023
2024,2020,4,1,dilluns,14687
2024,2020,4,2,laborables,14673
2024,2020,4,3,divendres,14830
2024,2020,4,4,dissabte,11998
2024,2020,4,5,diumenge,9844
2024,2020,5,1,dilluns,14601
2024,2020,5,2,laborables,15213
2024,2020,5,3,divendres,15488
2024,2020,5,4,dissabte,12054
2024,2020,5,5,diumenge,10352
2024,2020,6,1,dilluns,14555
2024,2020,6,2,laborables,15395
2024,2020,6,3,divendres,15708
2024,2020,6,4,dissabte,11817
2024,2020,6,5,diumenge,9824
2024,2020,7,1,dilluns,Mesura no disponible
2024,2020,7,2,laborables,Mesura no disponible
2024,2020,7,3,divendres,Mesura no disponible
2024,2020,7,4,dissabte,Mesura no disponible
2024,2020,7,5,diumenge,Mesura no disponible
2024,2020,8,1,dilluns,Mesura no disponible
2024,2020,8,2,laborables,Mesura no disponible
2024,2020,8,3,divendres,Mesura no disponible
2024,2020,8,4,dissabte,Mesura no disponible
2024,2020,8,5,diumenge,Mesura no disponible
2024,2020,9,1,dilluns,Mesura no disponible
2024,2020,9,2,laborables,Mesura no disponible
2024,2020,9,3,divendres,Mesura no disponible
2024,2020,9,4,dissabte,Mesura no disponible
2024,2020,9,5,diumenge,Mesura no disponible
2024,2020,10,1,dilluns,Mesura no disponible
2024,2020,10,2,laborables,Mesura no disponible
2024,2020,10,3,divendres,Mesura no disponible
2024,2020,10,4,dissabte,Mesura no disponible
2024,2020,10,5,diumenge,Mesura no disponible
2024,2020,11,1,dilluns,Mesura no disponible
2024,2020,11,2,laborables,Mesura no disponible
2024,2020,11,3,divendres,Mesura no disponible
2024,2020,11,4,dissabte,Mesura no disponible
2024,2020,11,5,diumenge,Mesura no disponible
2024,2020,12,1,dilluns,14000
2024,2020,12,2,laborables,14893
2024,2020,12,3,divendres,15220
2024,2020,12,4,dissabte,12147
2024,2020,12,5,diumenge,9671
2024,20200,1,1,dilluns,771
2024,20200,1,2,laborables,756
2024,20200,1,3,divendres,645
2024,20200,1,4,dissabte,699
2024,20200,1,5,diumenge,585
2024,20200,2,1,dilluns,871
2024,20200,2,2,laborables,948
2024,20200,2,3,divendres,711
2024,20200,2,4,dissabte,699
2024,20200,2,5,diumenge,772
2024,20200,3,1,dilluns,859
2024,20200,3,2,laborables,952
2024,20200,3,3,divendres,986
2024,20200,3,4,dissabte,781
2024,20200,3,5,diumenge,738
2024,20200,4,1,dilluns,754
2024,20200,4,2,laborables,1105
2024,20200,4,3,divendres,1108
2024,20200,4,4,dissabte,1025
2024,20200,4,5,diumenge,954
2024,20200,5,1,dilluns,1143
2024,20200,5,2,laborables,1166
2024,20200,5,3,divendres,1129
2024,20200,5,4,dissabte,1150
2024,20200,5,5,diumenge,1092
2024,20200,6,1,dilluns,1194
2024,20200,6,2,laborables,1283
2024,20200,6,3,divendres,1277
2024,20200,6,4,dissabte,1010
2024,20200,6,5,diumenge,1072
2024,20200,7,1,dilluns,1074
2024,20200,7,2,laborables,1297
2024,20200,7,3,divendres,1222
2024,20200,7,4,dissabte,1022
2024,20200,7,5,diumenge,1122
2024,20200,8,1,dilluns,956
2024,20200,8,2,laborables,1021
2024,20200,8,3,divendres,970
2024,20200,8,4,dissabte,957
2024,20200,8,5,diumenge,848
2024,20200,9,1,dilluns,1116
2024,20200,9,2,laborables,1012
2024,20200,9,3,divendres,1024
2024,20200,9,4,dissabte,979
2024,20200,9,5,diumenge,914
2024,20200,10,1,dilluns,932
2024,20200,10,2,laborables,1078
2024,20200,10,3,divendres,1127
2024,20200,10,4,dissabte,644
2024,20200,10,5,diumenge,747
2024,20200,11,1,dilluns,847
2024,20200,11,2,laborables,895
2024,20200,11,3,divendres,863
2024,20200,11,4,dissabte,769
2024,20200,11,5,diumenge,817
2024,20200,12,1,dilluns,722
2024,20200,12,2,laborables,697
2024,20200,12,3,divendres,625
2024,20200,12,4,dissabte,587
2024,20200,12,5,diumenge,495
2024,20201,1,1,dilluns,958
2024,20201,1,2,laborables,945
2024,20201,1,3,divendres,864
2024,20201,1,4,dissabte,822
2024,20201,1,5,diumenge,650
2024,20201,2,1,dilluns,1029
2024,20201,2,2,laborables,1100
2024,20201,2,3,divendres,945
2024,20201,2,4,dissabte,826
2024,20201,2,5,diumenge,803
2024,20201,3,1,dilluns,942
2024,20201,3,2,laborables,1065
2024,20201,3,3,divendres,1139
2024,20201,3,4,dissabte,787
2024,20201,3,5,diumenge,686
2024,20201,4,1,dilluns,799
2024,20201,4,2,laborables,1145
2024,20201,4,3,divendres,1076
2024,20201,4,4,dissabte,926
2024,20201,4,5,diumenge,852
2024,20201,5,1,dilluns,1094
2024,20201,5,2,laborables,1160
2024,20201,5,3,divendres,1161
2024,20201,5,4,dissabte,985
2024,20201,5,5,diumenge,1030
2024,20201,6,1,dilluns,972
2024,20201,6,2,laborables,1040
2024,20201,6,3,divendres,1108
2024,20201,6,4,dissabte,830
2024,20201,6,5,diumenge,785
2024,20201,7,1,dilluns,944
2024,20201,7,2,laborables,1106
2024,20201,7,3,divendres,1070
2024,20201,7,4,dissabte,832
2024,20201,7,5,diumenge,794
2024,20201,8,1,dilluns,911
2024,20201,8,2,laborables,988
2024,20201,8,3,divendres,919
2024,20201,8,4,dissabte,828
2024,20201,8,5,diumenge,744
2024,20201,9,1,dilluns,1119
2024,20201,9,2,laborables,1146
2024,20201,9,3,divendres,1085
2024,20201,9,4,dissabte,951
2024,20201,9,5,diumenge,798
2024,20201,10,1,dilluns,910
2024,20201,10,2,laborables,1058
2024,20201,10,3,divendres,1173
2024,20201,10,4,dissabte,662
2024,20201,10,5,diumenge,718
2024,20201,11,1,dilluns,859
2024,20201,11,2,laborables,1061
2024,20201,11,3,divendres,1161
2024,20201,11,4,dissabte,799
2024,20201,11,5,diumenge,665
2024,20201,12,1,dilluns,929
2024,20201,12,2,laborables,917
2024,20201,12,3,divendres,821
2024,20201,12,4,dissabte,734
2024,20201,12,5,diumenge,631
2024,20202,1,1,dilluns,1408
2024,20202,1,2,laborables,1424
2024,20202,1,3,divendres,1283
2024,20202,1,4,dissabte,1307
2024,20202,1,5,diumenge,1095
2024,20202,2,1,dilluns,1504
2024,20202,2,2,laborables,1579
2024,20202,2,3,divendres,1413
2024,20202,2,4,dissabte,1348
2024,20202,2,5,diumenge,1264
2024,20202,3,1,dilluns,1340
2024,20202,3,2,laborables,1536
2024,20202,3,3,divendres,1535
2024,20202,3,4,dissabte,1180
2024,20202,3,5,diumenge,1072
2024,20202,4,1,dilluns,1190
2024,20202,4,2,laborables,1712
2024,20202,4,3,divendres,1634
2024,20202,4,4,dissabte,1467
2024,20202,4,5,diumenge,1314
2024,20202,5,1,dilluns,1705
2024,20202,5,2,laborables,1825
2024,20202,5,3,divendres,1851
2024,20202,5,4,dissabte,1574
2024,20202,5,5,diumenge,1580
2024,20202,6,1,dilluns,1735
2024,20202,6,2,laborables,1791
2024,20202,6,3,divendres,1935
2024,20202,6,4,dissabte,1507
2024,20202,6,5,diumenge,1468
2024,20202,7,1,dilluns,1646
2024,20202,7,2,laborables,1904
2024,20202,7,3,divendres,1894
2024,20202,7,4,dissabte,1505
2024,20202,7,5,diumenge,1497
2024,20202,8,1,dilluns,1594
2024,20202,8,2,laborables,1705
2024,20202,8,3,divendres,1706
2024,20202,8,4,dissabte,1549
2024,20202,8,5,diumenge,1389
2024,20202,9,1,dilluns,1741
2024,20202,9,2,laborables,1838
2024,20202,9,3,divendres,1824
2024,20202,9,4,dissabte,1685
2024,20202,9,5,diumenge,1308
2024,20202,10,1,dilluns,1313
2024,20202,10,2,laborables,1616
2024,20202,10,3,divendres,1805
2024,20202,10,4,dissabte,1148
2024,20202,10,5,diumenge,1074
2024,20202,11,1,dilluns,1229
2024,20202,11,2,laborables,1504
2024,20202,11,3,divendres,1652
2024,20202,11,4,dissabte,1294
2024,20202,11,5,diumenge,1021
2024,20202,12,1,dilluns,1509
2024,20202,12,2,laborables,1435
2024,20202,12,3,divendres,1379
2024,20202,12,4,dissabte,1214
2024,20202,12,5,diumenge,1055
2024,20203,1,1,dilluns,593
2024,20203,1,2,laborables,595
2024,20203,1,3,divendres,485
2024,20203,1,4,dissabte,418
2024,20203,1,5,diumenge,323
2024,20203,2,1,dilluns,625
2024,20203,2,2,laborables,684
2024,20203,2,3,divendres,571
2024,20203,2,4,dissabte,387
2024,20203,2,5,diumenge,353
2024,20203,3,1,dilluns,522
2024,20203,3,2,laborables,638
2024,20203,3,3,divendres,643
2024,20203,3,4,dissabte,305
2024,20203,3,5,diumenge,286
2024,20203,4,1,dilluns,369
2024,20203,4,2,laborables,622
2024,20203,4,3,divendres,580
2024,20203,4,4,dissabte,367
2024,20203,4,5,diumenge,289
2024,20203,5,1,dilluns,590
2024,20203,5,2,laborables,586
2024,20203,5,3,divendres,555
2024,20203,5,4,dissabte,334
2024,20203,5,5,diumenge,309
2024,20203,6,1,dilluns,548
2024,20203,6,2,laborables,591
2024,20203,6,3,divendres,560
2024,20203,6,4,dissabte,382
2024,20203,6,5,diumenge,324
2024,20203,7,1,dilluns,422
2024,20203,7,2,laborables,588
2024,20203,7,3,divendres,516
2024,20203,7,4,dissabte,355
2024,20203,7,5,diumenge,327
2024,20203,8,1,dilluns,387
2024,20203,8,2,laborables,439
2024,20203,8,3,divendres,412
2024,20203,8,4,dissabte,337
2024,20203,8,5,diumenge,245
2024,20203,9,1,dilluns,535
2024,20203,9,2,laborables,504
2024,20203,9,3,divendres,559
2024,20203,9,4,dissabte,337
2024,20203,9,5,diumenge,330
2024,20203,10,1,dilluns,531
2024,20203,10,2,laborables,582
2024,20203,10,3,divendres,611
2024,20203,10,4,dissabte,378
2024,20203,10,5,diumenge,371
2024,20203,11,1,dilluns,532
2024,20203,11,2,laborables,588
2024,20203,11,3,divendres,585
2024,20203,11,4,dissabte,427
2024,20203,11,5,diumenge,339
2024,20203,12,1,dilluns,443
2024,20203,12,2,laborables,479
2024,20203,12,3,divendres,442
2024,20203,12,4,dissabte,344
2024,20203,12,5,diumenge,297
2024,20204,1,1,dilluns,1170
2024,20204,1,2,laborables,1193
2024,20204,1,3,divendres,1033
2024,20204,1,4,dissabte,809
2024,20204,1,5,diumenge,705
2024,20204,2,1,dilluns,1161
2024,20204,2,2,laborables,1282
2024,20204,2,3,divendres,1158
2024,20204,2,4,dissabte,844
2024,20204,2,5,diumenge,746
2024,20204,3,1,dilluns,1075
2024,20204,3,2,laborables,1082
2024,20204,3,3,divendres,1248
2024,20204,3,4,dissabte,720
2024,20204,3,5,diumenge,678
2024,20204,4,1,dilluns,821
2024,20204,4,2,laborables,1274
2024,20204,4,3,divendres,1170
2024,20204,4,4,dissabte,806
2024,20204,4,5,diumenge,694
2024,20204,5,1,dilluns,1266
2024,20204,5,2,laborables,1320
2024,20204,5,3,divendres,1312
2024,20204,5,4,dissabte,763
2024,20204,5,5,diumenge,738
2024,20204,6,1,dilluns,1224
2024,20204,6,2,laborables,1240
2024,20204,6,3,divendres,1273
2024,20204,6,4,dissabte,921
2024,20204,6,5,diumenge,779
2024,20204,7,1,dilluns,984
2024,20204,7,2,laborables,1264
2024,20204,7,3,divendres,1241
2024,20204,7,4,dissabte,854
2024,20204,7,5,diumenge,785
2024,20204,8,1,dilluns,939
2024,20204,8,2,laborables,1020
2024,20204,8,3,divendres,1030
2024,20204,8,4,dissabte,801
2024,20204,8,5,diumenge,670
2024,20204,9,1,dilluns,1170
2024,20204,9,2,laborables,1153
2024,20204,9,3,divendres,1196
2024,20204,9,4,dissabte,817
2024,20204,9,5,diumenge,793
2024,20204,10,1,dilluns,1262
